alpha3Code,gender,population,age
CPV,Female,172,89
CAF,Female,489,89
TCD,Female,836,89
CHL,Female,15155,89
CHN,Female,587426,89
COL,Female,19576,89
COM,Female,57,89
COG,Female,548,89
COD,Female,5675,89
CRI,Female,2793,89
HRV,Female,6974,89
CUB,Female,12395,89
CYP,Female,1008,89
CZE,Female,14057,89
DNK,Female,7430,89
DJI,Female,99,89
DOM,Female,4663,89
ECU,Female,6861,89
EGY,Female,18042,89
SLV,Female,3072,89
GNQ,Female,93,89
ERI,Female,524,89
EST,Female,2594,89
ETH,Female,10064,89
FJI,Female,129,89
FIN,Female,9616,89
FRA,Female,137380,89
GUF,Female,85,89
PYF,Female,86,89
GAB,Female,402,89
GMB,Female,68,89
GEO,Female,3623,89
DEU,Female,147222,89
GHA,Female,2561,89
GRC,Female,21405,89
GRD,Female,58,89
GLP,Female,709,89
GUM,Female,84,89
GTM,Female,4548,89
GIN,Female,504,89
GNB,Female,68,89
GUY,Female,91,89
HTI,Female,1896,89
HND,Female,2672,89
HKG,Female,11253,89
HUN,Female,12687,89
ISL,Female,384,89
IND,Female,263843,89
IDN,Female,36081,89
CIV,Female,760,89
IRN,Female,14381,89
IRQ,Female,3689,89
IRL,Female,4075,89
ISR,Female,8085,89
ITA,Female,135593,89
JAM,Female,2109,89
JPN,Female,366226,89
JOR,Female,1083,89
KAZ,Female,5546,89
KEN,Female,4406,89
KIR,Female,11,89
KWT,Female,64,89
KGZ,Female,1321,89
LAO,Female,736,89
LVA,Female,3499,89
LBN,Female,2381,89
LSO,Female,359,89
LBR,Female,186,89
LBY,Female,1016,89
LTU,Female,5545,89
LUX,Female,798,89
MAC,Female,455,89
MKD,Female,1055,89
MDG,Female,1954,89
MWI,Female,1236,89
MYS,Female,5618,89
MDV,Female,58,89
MLI,Female,648,89
MLT,Female,470,89
MTQ,Female,643,89
MRT,Female,245,89
MUS,Female,724,89
MYT,Female,53,89
MEX,Female,61427,89
FSM,Female,15,89
MDA,Female,2667,89
MNG,Female,477,89
MNE,Female,506,89
MAR,Female,8023,89
MOZ,Female,2555,89
MMR,Female,9105,89
NAM,Female,284,89
NPL,Female,3955,89
NLD,Female,23898,89
NCL,Female,147,89
NZL,Female,5159,89
NIC,Female,2258,89
NER,Female,619,89
NGA,Female,3997,89
PRK,Female,10056,89
NOR,Female,6795,89
OMN,Female,481,89
PAK,Female,19922,89
PSE,Female,371,89
PAN,Female,2087,89
PNG,Female,1162,89
PRY,Female,2077,89
PER,Female,14266,89
PHL,Female,13860,89
POL,Female,55607,89
PRT,Female,20543,89
PRI,Female,4546,89
QAT,Female,55,89
REU,Female,666,89
ROU,Female,24266,89
RUS,Female,160317,89
RWA,Female,1082,89
LCA,Female,131,89
VCT,Female,44,89
WSM,Female,73,89
STP,Female,31,89
SAU,Female,3316,89
SEN,Female,903,89
SRB,Female,9453,89
SYC,Female,56,89
SLE,Female,106,89
SGP,Female,4370,89
SVK,Female,5464,89
SVN,Female,3753,89
SLB,Female,50,89
SOM,Female,780,89
ZAF,Female,12846,89
KOR,Female,50056,89
SSD,Female,957,89
ESP,Female,99651,89
LKA,Female,9098,89
SDN,Female,3840,89
SUR,Female,184,89
SWZ,Female,122,89
SWE,Female,15566,89
CHE,Female,14270,89
SYR,Female,3209,89
TJK,Female,1573,89
TZA,Female,4763,89
THA,Female,45946,89
TLS,Female,79,89
TGO,Female,251,89
TON,Female,49,89
TTO,Female,657,89
TUN,Female,4444,89
TUR,Female,35547,89
TKM,Female,1207,89
UGA,Female,2979,89
UKR,Female,51737,89
ARE,Female,183,89
GBR,Female,102482,89
USA,Female,381934,89
URY,Female,5678,89
UZB,Female,8759,89
VUT,Female,21,89
VEN,Female,11932,89
VNM,Female,69736,89
ESH,Female,31,89
YEM,Female,1703,89
ZMB,Female,1341,89
ZWE,Female,1894,89
AFG,Female,505741,9
ALB,Female,15148,9
DZA,Female,416254,9
AGO,Female,465397,9
ATG,Female,800,9
ARG,Female,360768,9
ARM,Female,19266,9
ABW,Female,627,9
AUS,Female,156997,9
AUT,Female,39231,9
AZE,Female,71105,9
BHS,Female,2722,9
BHR,Female,9861,9
BGD,Female,1507136,9
BRB,Female,1806,9
BLR,Female,52819,9
BEL,Female,65275,9
BLZ,Female,3736,9
BEN,Female,154962,9
BTN,Female,7086,9
BOL,Female,113412,9
BIH,Female,16435,9
BWA,Female,23824,9
BRA,Female,1458731,9
VIR,Female,729,9
BRN,Female,3091,9
BGR,Female,34434,9
BFA,Female,282876,9
BDI,Female,161585,9
KHM,Female,166238,9
CMR,Female,338640,9
CAN,Female,199552,9
CPV,Female,5414,9
CAF,Female,66743,9
TCD,Female,227249,9
CHL,Female,121033,9
CHN,Female,7778762,9
COL,Female,374177,9
COM,Female,10533,9
COG,Female,74800,9
COD,Female,1230402,9
CRI,Female,35038,9
HRV,Female,20981,9
CUB,Female,57857,9
CYP,Female,6526,9
CZE,Female,56474,9
DNK,Female,31426,9
DJI,Female,9561,9
DOM,Female,103667,9
ECU,Female,155147,9
EGY,Female,1039747,9
SLV,Female,56096,9
GNQ,Female,15318,9
ERI,Female,70905,9
EST,Female,7466,9
ETH,Female,1378574,9
FJI,Female,8607,9
FIN,Female,30327,9
FRA,Female,386671,9
GUF,Female,3119,9
PYF,Female,2094,9
GAB,Female,24044,9
GMB,Female,30920,9
GEO,Female,25127,9
DEU,Female,343860,9
GHA,Female,362542,9
GRC,Female,54551,9
GRD,Female,938,9
GLP,Female,2689,9
GUM,Female,1285,9
GTM,Female,189358,9
GIN,Female,176367,9
GNB,Female,25480,9
GUY,Female,7061,9
HTI,Female,118528,9
HND,Female,95032,9
HKG,Female,28298,9
HUN,Female,46074,9
ISL,Female,2265,9
IND,Female,11767712,9
IDN,Female,2343890,9
CIV,Female,334766,9
IRN,Female,667244,9
IRQ,Female,501040,9
IRL,Female,35288,9
ISR,Female,76213,9
ITA,Female,266198,9
JAM,Female,20957,9
JPN,Female,536665,9
JOR,Female,113589,9
KAZ,Female,176877,9
KEN,Female,671746,9
KIR,Female,1421,9
KWT,Female,28944,9
KGZ,Female,65026,9
LAO,Female,74575,9
LVA,Female,10377,9
LBN,Female,42438,9
LSO,Female,25701,9
LBR,Female,64013,9
LBY,Female,59776,9
LTU,Female,13994,9
LUX,Female,3085,9
MAC,Female,2585,9
MKD,Female,10946,9
MDG,Female,342925,9
MWI,Female,274021,9
MYS,Female,242379,9
MDV,Female,3334,9
MLI,Female,289325,9
MLT,Female,1964,9
MTQ,Female,2328,9
MRT,Female,57456,9
MUS,Female,7341,9
MYT,Female,3524,9
MEX,Female,1115290,9
FSM,Female,1080,9
MDA,Female,21544,9
MNG,Female,31041,9
MNE,Female,3731,9
MAR,Female,317288,9
MOZ,Female,436478,9
MMR,Female,465144,9
NAM,Female,30445,9
NPL,Female,292846,9
NLD,Female,88631,9
NCL,Female,1988,9
NZL,Female,31224,9
NIC,Female,58804,9
NER,Female,343929,9
NGA,Female,2694152,9
PRK,Female,166036,9
NOR,Female,30984,9
OMN,Female,33453,9
PAK,Female,2222677,9
PSE,Female,63262,9
PAN,Female,36777,9
PNG,Female,95604,9
PRY,Female,65602,9
PER,Female,287559,9
PHL,Female,1082539,9
POL,Female,196186,9
PRT,Female,46298,9
PRI,Female,20931,9
QAT,Female,12475,9
REU,Female,6652,9
ROU,Female,99502,9
RUS,Female,834905,9
RWA,Female,166628,9
LCA,Female,1051,9
VCT,Female,877,9
WSM,Female,2418,9
STP,Female,2899,9
SAU,Female,267164,9
SEN,Female,225230,9
SRB,Female,45992,9
SYC,Female,715,9
SLE,Female,105916,9
SGP,Female,28319,9
SVK,Female,28071,9
SVN,Female,10559,9
SLB,Female,7781,9
SOM,Female,220705,9
ZAF,Female,544158,9
KOR,Female,217976,9
SSD,Female,170565,9
ESP,Female,232801,9
LKA,Female,168747,9
SDN,Female,538861,9
SUR,Female,4782,9
SWZ,Female,16950,9
SWE,Female,57715,9
CHE,Female,40510,9
SYR,Female,227775,9
TJK,Female,103854,9
TZA,Female,845442,9
THA,Female,390328,9
TLS,Female,18693,9
TGO,Female,107987,9
TON,Female,1275,9
TTO,Female,9594,9
TUN,Female,90045,9
TUR,Female,663737,9
TKM,Female,57120,9
UGA,Female,667352,9
UKR,Female,237642,9
ARE,Female,45641,9
GBR,Female,394699,9
USA,Female,2014973,9
URY,Female,23652,9
UZB,Female,299380,9
VUT,Female,3269,9
VEN,Female,289341,9
VNM,Female,709902,9
ESH,Female,5138,9
YEM,Female,368205,9
ZMB,Female,249217,9
ZWE,Female,229118,9
AFG,Female,1130,90
ALB,Female,1490,90
DZA,Female,8404,90
AGO,Female,1395,90
ATG,Female,36,90
ARG,Female,38404,90
ARM,Female,2414,90
ABW,Female,47,90
AUS,Female,26786,90
AUT,Female,13398,90
AZE,Female,2359,90
BHS,Female,162,90
BHR,Female,89,90
BGD,Female,37046,90
BRB,Female,224,90
BLR,Female,10962,90
BEL,Female,18532,90
BLZ,Female,41,90
BEN,Female,757,90
BTN,Female,140,90
BOL,Female,4363,90
BIH,Female,3169,90
BWA,Female,182,90
BRA,Female,97038,90
VIR,Female,69,90
BRN,Female,46,90
BGR,Female,6294,90
BFA,Female,496,90
BDI,Female,610,90
KHM,Female,1276,90
CMR,Female,1619,90
CAN,Female,46166,90
CPV,Female,124,90
CAF,Female,372,90
TCD,Female,632,90
CHL,Female,13403,90
CHN,Female,457895,90
COL,Female,16706,90
COM,Female,43,90
COG,Female,423,90
COD,Female,4299,90
CRI,Female,2424,90
HRV,Female,5684,90
CUB,Female,11086,90
CYP,Female,861,90
CZE,Female,11772,90
DNK,Female,6799,90
DJI,Female,76,90
DOM,Female,4014,90
ECU,Female,5829,90
EGY,Female,14235,90
SLV,Female,2475,90
GNQ,Female,70,90
ERI,Female,407,90
EST,Female,2311,90
ETH,Female,7614,90
FJI,Female,93,90
FIN,Female,8758,90
FRA,Female,122006,90
GUF,Female,80,90
PYF,Female,69,90
GAB,Female,313,90
GMB,Female,50,90
GEO,Female,3357,90
DEU,Female,133462,90
GHA,Female,1958,90
GRC,Female,17343,90
GRD,Female,55,90
GLP,Female,633,90
GUM,Female,63,90
GTM,Female,3741,90
GIN,Female,360,90
GNB,Female,50,90
GUY,Female,70,90
HTI,Female,1507,90
HND,Female,2274,90
HKG,Female,10099,90
HUN,Female,9998,90
ISL,Female,327,90
IND,Female,209750,90
IDN,Female,29641,90
CIV,Female,551,90
IRN,Female,10894,90
IRQ,Female,2792,90
IRL,Female,3543,90
ISR,Female,7168,90
ITA,Female,121033,90
JAM,Female,1828,90
JPN,Female,329598,90
JOR,Female,815,90
KAZ,Female,5199,90
KEN,Female,3273,90
KIR,Female,9,90
KWT,Female,32,90
KGZ,Female,961,90
LAO,Female,561,90
LVA,Female,3064,90
LBN,Female,1654,90
LSO,Female,251,90
LBR,Female,134,90
LBY,Female,783,90
LTU,Female,4661,90
LUX,Female,691,90
MAC,Female,399,90
MKD,Female,785,90
MDG,Female,1463,90
MWI,Female,912,90
MYS,Female,4181,90
MDV,Female,43,90
MLI,Female,471,90
MLT,Female,445,90
MTQ,Female,575,90
MRT,Female,176,90
MUS,Female,602,90
MYT,Female,44,90
MEX,Female,53513,90
FSM,Female,10,90
MDA,Female,2229,90
MNG,Female,354,90
MNE,Female,366,90
MAR,Female,5557,90
MOZ,Female,1919,90
MMR,Female,6846,90
NAM,Female,221,90
NPL,Female,3100,90
NLD,Female,20537,90
NCL,Female,128,90
NZL,Female,4843,90
NIC,Female,1982,90
NER,Female,441,90
NGA,Female,2895,90
PRK,Female,7692,90
NOR,Female,6111,90
OMN,Female,450,90
PAK,Female,14774,90
PSE,Female,281,90
PAN,Female,1821,90
PNG,Female,946,90
PRY,Female,1850,90
PER,Female,12914,90
PHL,Female,10168,90
POL,Female,47027,90
PRT,Female,17018,90
PRI,Female,4071,90
QAT,Female,50,90
REU,Female,560,90
ROU,Female,19756,90
RUS,Female,150741,90
RWA,Female,497,90
LCA,Female,121,90
VCT,Female,34,90
WSM,Female,66,90
STP,Female,25,90
SAU,Female,2749,90
SEN,Female,639,90
SRB,Female,7505,90
SYC,Female,50,90
SLE,Female,76,90
SGP,Female,3710,90
SVK,Female,4414,90
SVN,Female,3154,90
SLB,Female,33,90
SOM,Female,634,90
ZAF,Female,10335,90
KOR,Female,39684,90
SSD,Female,707,90
ESP,Female,84878,90
LKA,Female,7746,90
SDN,Female,2983,90
SUR,Female,154,90
SWZ,Female,92,90
SWE,Female,14127,90
CHE,Female,12967,90
SYR,Female,2311,90
TJK,Female,1295,90
TZA,Female,3483,90
THA,Female,38825,90
TLS,Female,63,90
TGO,Female,180,90
TON,Female,42,90
TTO,Female,573,90
TUN,Female,3162,90
TUR,Female,26876,90
TKM,Female,1074,90
UGA,Female,2174,90
UKR,Female,50465,90
ARE,Female,117,90
GBR,Female,91804,90
USA,Female,352003,90
URY,Female,5155,90
UZB,Female,7946,90
VUT,Female,18,90
VEN,Female,10410,90
VNM,Female,58832,90
ESH,Female,25,90
YEM,Female,1286,90
ZMB,Female,1024,90
ZWE,Female,1505,90
AFG,Female,883,91
ALB,Female,1259,91
DZA,Female,6827,91
AGO,Female,1111,91
ATG,Female,31,91
ARG,Female,34007,91
ARM,Female,2165,91
ABW,Female,39,91
AUS,Female,23906,91
AUT,Female,12080,91
AZE,Female,1911,91
BHS,Female,137,91
BHR,Female,76,91
BGD,Female,31912,91
BRB,Female,187,91
BLR,Female,9534,91
BEL,Female,16297,91
BLZ,Female,34,91
BEN,Female,608,91
BTN,Female,119,91
BOL,Female,3814,91
BIH,Female,2646,91
BWA,Female,142,91
BRA,Female,84753,91
VIR,Female,58,91
BRN,Female,36,91
BGR,Female,5071,91
BFA,Female,371,91
BDI,Female,490,91
KHM,Female,988,91
CMR,Female,1295,91
CAN,Female,41461,91
CPV,Female,97,91
CAF,Female,296,91
TCD,Female,500,91
CHL,Female,11846,91
CHN,Female,376081,91
COL,Female,14406,91
COM,Female,34,91
COG,Female,341,91
COD,Female,3402,91
CRI,Female,2107,91
HRV,Female,4810,91
CUB,Female,9852,91
CYP,Female,737,91
CZE,Female,10120,91
DNK,Female,6076,91
DJI,Female,60,91
DOM,Female,3505,91
ECU,Female,5007,91
EGY,Female,11650,91
SLV,Female,2074,91
GNQ,Female,56,91
ERI,Female,329,91
EST,Female,2020,91
ETH,Female,6077,91
FJI,Female,73,91
FIN,Female,7812,91
FRA,Female,109319,91
GUF,Female,71,91
PYF,Female,57,91
GAB,Female,256,91
GMB,Female,38,91
GEO,Female,2921,91
DEU,Female,117927,91
GHA,Female,1552,91
GRC,Female,14685,91
GRD,Female,49,91
GLP,Female,565,91
GUM,Female,52,91
GTM,Female,3154,91
GIN,Female,267,91
GNB,Female,38,91
GUY,Female,55,91
HTI,Female,1238,91
HND,Female,1966,91
HKG,Female,9019,91
HUN,Female,8393,91
ISL,Female,286,91
IND,Female,172470,91
IDN,Female,24313,91
CIV,Female,415,91
IRN,Female,8830,91
IRQ,Female,2232,91
IRL,Female,3097,91
ISR,Female,6333,91
ITA,Female,107419,91
JAM,Female,1598,91
JPN,Female,294625,91
JOR,Female,648,91
KAZ,Female,4597,91
KEN,Female,2606,91
KIR,Female,7,91
KWT,Female,18,91
KGZ,Female,761,91
LAO,Female,447,91
LVA,Female,2647,91
LBN,Female,1296,91
LSO,Female,194,91
LBR,Female,99,91
LBY,Female,632,91
LTU,Female,3982,91
LUX,Female,604,91
MAC,Female,352,91
MKD,Female,623,91
MDG,Female,1159,91
MWI,Female,710,91
MYS,Female,3314,91
MDV,Female,35,91
MLI,Female,353,91
MLT,Female,397,91
MTQ,Female,514,91
MRT,Female,133,91
MUS,Female,513,91
MYT,Female,38,91
MEX,Female,46970,91
FSM,Female,8,91
MDA,Female,1878,91
MNG,Female,282,91
MNE,Female,292,91
MAR,Female,4265,91
MOZ,Female,1518,91
MMR,Female,5447,91
NAM,Female,178,91
NPL,Female,2498,91
NLD,Female,17938,91
NCL,Female,110,91
NZL,Female,4351,91
NIC,Female,1738,91
NER,Female,325,91
NGA,Female,2084,91
PRK,Female,6155,91
NOR,Female,5473,91
OMN,Female,405,91
PAK,Female,11636,91
PSE,Female,224,91
PAN,Female,1598,91
PNG,Female,788,91
PRY,Female,1607,91
PER,Female,11295,91
PHL,Female,7954,91
POL,Female,40473,91
PRT,Female,14587,91
PRI,Female,3645,91
QAT,Female,43,91
REU,Female,486,91
ROU,Female,16538,91
RUS,Female,132741,91
RWA,Female,299,91
LCA,Female,109,91
VCT,Female,28,91
WSM,Female,58,91
STP,Female,21,91
SAU,Female,2306,91
SEN,Female,480,91
SRB,Female,6228,91
SYC,Female,44,91
SLE,Female,52,91
SGP,Female,3199,91
SVK,Female,3722,91
SVN,Female,2722,91
SLB,Female,25,91
SOM,Female,516,91
ZAF,Female,8555,91
KOR,Female,33227,91
SSD,Female,551,91
ESP,Female,74153,91
LKA,Female,6611,91
SDN,Female,2409,91
SUR,Female,130,91
SWZ,Female,73,91
SWE,Female,12653,91
CHE,Female,11569,91
SYR,Female,1823,91
TJK,Female,1099,91
TZA,Female,2738,91
THA,Female,33066,91
TLS,Female,50,91
TGO,Female,133,91
TON,Female,36,91
TTO,Female,495,91
TUN,Female,2503,91
TUR,Female,21838,91
TKM,Female,921,91
UGA,Female,1715,91
UKR,Female,45728,91
ARE,Female,90,91
GBR,Female,81624,91
USA,Female,316268,91
URY,Female,4641,91
UZB,Female,6966,91
VUT,Female,15,91
VEN,Female,9122,91
VNM,Female,51526,91
ESH,Female,20,91
YEM,Female,1016,91
ZMB,Female,821,91
ZWE,Female,1236,91
AFG,Female,649,92
ALB,Female,984,92
DZA,Female,5194,92
AGO,Female,829,92
ATG,Female,26,92
ARG,Female,28457,92
ARM,Female,1738,92
ABW,Female,30,92
AUS,Female,20095,92
AUT,Female,10190,92
AZE,Female,1455,92
BHS,Female,112,92
BHR,Female,58,92
BGD,Female,26077,92
BRB,Female,147,92
BLR,Female,7528,92
BEL,Female,13494,92
BLZ,Female,26,92
BEN,Female,462,92
BTN,Female,97,92
BOL,Female,3161,92
BIH,Female,2075,92
BWA,Female,105,92
BRA,Female,69623,92
VIR,Female,47,92
BRN,Female,28,92
BGR,Female,3860,92
BFA,Female,260,92
BDI,Female,374,92
KHM,Female,725,92
CMR,Female,975,92
CAN,Female,35042,92
CPV,Female,70,92
CAF,Female,222,92
TCD,Female,373,92
CHL,Female,9988,92
CHN,Female,294668,92
COL,Female,11823,92
COM,Female,25,92
COG,Female,259,92
COD,Female,2530,92
CRI,Female,1732,92
HRV,Female,3858,92
CUB,Female,8396,92
CYP,Female,589,92
CZE,Female,8165,92
DNK,Female,5124,92
DJI,Female,45,92
DOM,Female,2965,92
ECU,Female,4035,92
EGY,Female,8999,92
SLV,Female,1652,92
GNQ,Female,42,92
ERI,Female,252,92
EST,Female,1625,92
ETH,Female,4564,92
FJI,Female,53,92
FIN,Female,6497,92
FRA,Female,93553,92
GUF,Female,58,92
PYF,Female,45,92
GAB,Female,196,92
GMB,Female,27,92
GEO,Female,2273,92
DEU,Female,97624,92
GHA,Female,1147,92
GRC,Female,11724,92
GRD,Female,40,92
GLP,Female,479,92
GUM,Female,41,92
GTM,Female,2493,92
GIN,Female,185,92
GNB,Female,26,92
GUY,Female,42,92
HTI,Female,971,92
HND,Female,1618,92
HKG,Female,7640,92
HUN,Female,6848,92
ISL,Female,236,92
IND,Female,134809,92
IDN,Female,18376,92
CIV,Female,293,92
IRN,Female,6767,92
IRQ,Female,1687,92
IRL,Female,2582,92
ISR,Female,5255,92
ITA,Female,89896,92
JAM,Female,1322,92
JPN,Female,248454,92
JOR,Female,481,92
KAZ,Female,3632,92
KEN,Female,1962,92
KIR,Female,5,92
KWT,Female,10,92
KGZ,Female,577,92
LAO,Female,334,92
LVA,Female,2102,92
LBN,Female,983,92
LSO,Female,144,92
LBR,Female,69,92
LBY,Female,479,92
LTU,Female,3163,92
LUX,Female,492,92
MAC,Female,292,92
MKD,Female,462,92
MDG,Female,868,92
MWI,Female,517,92
MYS,Female,2459,92
MDV,Female,27,92
MLI,Female,248,92
MLT,Female,322,92
MTQ,Female,440,92
MRT,Female,94,92
MUS,Female,418,92
MYT,Female,32,92
MEX,Female,39311,92
FSM,Female,6,92
MDA,Female,1464,92
MNG,Female,213,92
MNE,Female,218,92
MAR,Female,3064,92
MOZ,Female,1129,92
MMR,Female,4082,92
NAM,Female,134,92
NPL,Female,1874,92
NLD,Female,14858,92
NCL,Female,87,92
NZL,Female,3612,92
NIC,Female,1457,92
NER,Female,223,92
NGA,Female,1389,92
PRK,Female,4605,92
NOR,Female,4664,92
OMN,Female,343,92
PAK,Female,8602,92
PSE,Female,168,92
PAN,Female,1345,92
PNG,Female,626,92
PRY,Female,1303,92
PER,Female,9074,92
PHL,Female,5855,92
POL,Female,32497,92
PRT,Female,11817,92
PRI,Female,3144,92
QAT,Female,34,92
REU,Female,413,92
ROU,Female,12900,92
RUS,Female,104636,92
RWA,Female,219,92
LCA,Female,93,92
VCT,Female,24,92
WSM,Female,47,92
STP,Female,16,92
SAU,Female,1824,92
SEN,Female,339,92
SRB,Female,4814,92
SYC,Female,36,92
SLE,Female,33,92
SGP,Female,2626,92
SVK,Female,2972,92
SVN,Female,2205,92
SLB,Female,18,92
SOM,Female,392,92
ZAF,Female,6694,92
KOR,Female,26489,92
SSD,Female,405,92
ESP,Female,61133,92
LKA,Female,5257,92
SDN,Female,1838,92
SUR,Female,103,92
SWZ,Female,55,92
SWE,Female,10689,92
CHE,Female,9602,92
SYR,Female,1366,92
TJK,Female,906,92
TZA,Female,2055,92
THA,Female,26383,92
TLS,Female,36,92
TGO,Female,91,92
TON,Female,29,92
TTO,Female,403,92
TUN,Female,1921,92
TUR,Female,16578,92
TKM,Female,724,92
UGA,Female,1286,92
UKR,Female,36616,92
ARE,Female,71,92
GBR,Female,68502,92
USA,Female,266325,92
URY,Female,3981,92
UZB,Female,5670,92
VUT,Female,11,92
VEN,Female,7735,92
VNM,Female,43937,92
ESH,Female,15,92
YEM,Female,758,92
ZMB,Female,620,92
ZWE,Female,951,92
AFG,Female,422,93
ALB,Female,668,93
DZA,Female,3478,93
AGO,Female,544,93
ATG,Female,21,93
ARG,Female,21799,93
ARM,Female,1160,93
ABW,Female,21,93
AUS,Female,15399,93
AUT,Female,7775,93
AZE,Female,984,93
BHS,Female,85,93
BHR,Female,36,93
BGD,Female,19547,93
BRB,Female,104,93
BLR,Female,5020,93
BEL,Female,10129,93
BLZ,Female,16,93
BEN,Female,315,93
BTN,Female,73,93
BOL,Female,2405,93
BIH,Female,1455,93
BWA,Female,71,93
BRA,Female,51854,93
VIR,Female,35,93
BRN,Female,20,93
BGR,Female,2630,93
BFA,Female,160,93
BDI,Female,260,93
KHM,Female,476,93
CMR,Female,656,93
CAN,Female,26994,93
CPV,Female,43,93
CAF,Female,149,93
TCD,Female,250,93
CHL,Female,7835,93
CHN,Female,211874,93
COL,Female,8953,93
COM,Female,16,93
COG,Female,175,93
COD,Female,1668,93
CRI,Female,1300,93
HRV,Female,2817,93
CUB,Female,6724,93
CYP,Female,417,93
CZE,Female,5904,93
DNK,Female,3960,93
DJI,Female,30,93
DOM,Female,2390,93
ECU,Female,2915,93
EGY,Female,6241,93
SLV,Female,1203,93
GNQ,Female,28,93
ERI,Female,176,93
EST,Female,1136,93
ETH,Female,3046,93
FJI,Female,35,93
FIN,Female,4839,93
FRA,Female,74597,93
GUF,Female,40,93
PYF,Female,33,93
GAB,Female,135,93
GMB,Female,16,93
GEO,Female,1453,93
DEU,Female,72962,93
GHA,Female,737,93
GRC,Female,8426,93
GRD,Female,27,93
GLP,Female,377,93
GUM,Female,30,93
GTM,Female,1756,93
GIN,Female,112,93
GNB,Female,16,93
GUY,Female,30,93
HTI,Female,703,93
HND,Female,1229,93
HKG,Female,5969,93
HUN,Female,5307,93
ISL,Female,178,93
IND,Female,96284,93
IDN,Female,11942,93
CIV,Female,180,93
IRN,Female,4658,93
IRQ,Female,1145,93
IRL,Female,1997,93
ISR,Female,3943,93
ITA,Female,68602,93
JAM,Female,1001,93
JPN,Female,191420,93
JOR,Female,310,93
KAZ,Female,2388,93
KEN,Female,1323,93
KIR,Female,3,93
KWT,Female,6,93
KGZ,Female,403,93
LAO,Female,221,93
LVA,Female,1441,93
LBN,Female,698,93
LSO,Female,100,93
LBR,Female,41,93
LBY,Female,320,93
LTU,Female,2207,93
LUX,Female,355,93
MAC,Female,219,93
MKD,Female,297,93
MDG,Female,581,93
MWI,Female,328,93
MYS,Female,1598,93
MDV,Female,19,93
MLI,Female,153,93
MLT,Female,224,93
MTQ,Female,354,93
MRT,Female,58,93
MUS,Female,314,93
MYT,Female,26,93
MEX,Female,30527,93
FSM,Female,5,93
MDA,Female,990,93
MNG,Female,144,93
MNE,Female,143,93
MAR,Female,1913,93
MOZ,Female,746,93
MMR,Female,2719,93
NAM,Female,89,93
NPL,Female,1225,93
NLD,Female,11294,93
NCL,Female,59,93
NZL,Female,2647,93
NIC,Female,1140,93
NER,Female,133,93
NGA,Female,793,93
PRK,Female,3026,93
NOR,Female,3685,93
OMN,Female,267,93
PAK,Female,5609,93
PSE,Female,113,93
PAN,Female,1064,93
PNG,Female,457,93
PRY,Female,944,93
PER,Female,6310,93
PHL,Female,3817,93
POL,Female,23127,93
PRT,Female,8684,93
PRI,Female,2570,93
QAT,Female,23,93
REU,Female,340,93
ROU,Female,8842,93
RUS,Female,68017,93
RWA,Female,222,93
LCA,Female,74,93
VCT,Female,19,93
WSM,Female,33,93
STP,Female,11,93
SAU,Female,1306,93
SEN,Female,209,93
SRB,Female,3252,93
SYC,Female,26,93
SLE,Female,17,93
SGP,Female,1988,93
SVK,Female,2154,93
SVN,Female,1603,93
SLB,Female,12,93
SOM,Female,263,93
ZAF,Female,4735,93
KOR,Female,19341,93
SSD,Female,264,93
ESP,Female,45751,93
LKA,Female,3694,93
SDN,Female,1264,93
SUR,Female,73,93
SWZ,Female,37,93
SWE,Female,8259,93
CHE,Female,7102,93
SYR,Female,920,93
TJK,Female,714,93
TZA,Female,1410,93
THA,Female,18793,93
TLS,Female,23,93
TGO,Female,55,93
TON,Female,21,93
TTO,Female,298,93
TUN,Female,1383,93
TUR,Female,10989,93
TKM,Female,489,93
UGA,Female,871,93
UKR,Female,23937,93
ARE,Female,57,93
GBR,Female,52547,93
USA,Female,203214,93
URY,Female,3178,93
UZB,Female,4093,93
VUT,Female,7,93
VEN,Female,6248,93
VNM,Female,35894,93
ESH,Female,10,93
YEM,Female,506,93
ZMB,Female,419,93
ZWE,Female,650,93
AFG,Female,269,94
ALB,Female,447,94
DZA,Female,2293,94
AGO,Female,347,94
ATG,Female,18,94
ARG,Female,17017,94
ARM,Female,720,94
ABW,Female,14,94
AUS,Female,12063,94
AUT,Female,6062,94
AZE,Female,666,94
BHS,Female,67,94
BHR,Female,19,94
BGD,Female,14845,94
BRB,Female,73,94
BLR,Female,3134,94
BEL,Female,7787,94
BLZ,Female,8,94
BEN,Female,215,94
BTN,Female,57,94
BOL,Female,1873,94
BIH,Female,1026,94
BWA,Female,48,94
BRA,Female,38987,94
VIR,Female,28,94
BRN,Female,15,94
BGR,Female,1744,94
BFA,Female,90,94
BDI,Female,180,94
KHM,Female,311,94
CMR,Female,435,94
CAN,Female,21230,94
CPV,Female,22,94
CAF,Female,98,94
TCD,Female,165,94
CHL,Female,6254,94
CHN,Female,154784,94
COL,Female,6961,94
COM,Female,11,94
COG,Female,117,94
COD,Female,1078,94
CRI,Female,997,94
HRV,Female,2098,94
CUB,Female,5548,94
CYP,Female,293,94
CZE,Female,4329,94
DNK,Female,3128,94
DJI,Female,20,94
DOM,Female,1966,94
ECU,Female,2131,94
