alpha3Code,gender,population,age
EGY,Female,4300,94
SLV,Female,900,94
GNQ,Female,19,94
ERI,Female,124,94
EST,Female,779,94
ETH,Female,1996,94
FJI,Female,23,94
FIN,Female,3646,94
FRA,Female,61981,94
GUF,Female,27,94
PYF,Female,25,94
GAB,Female,91,94
GMB,Female,9,94
GEO,Female,815,94
DEU,Female,55619,94
GHA,Female,422,94
GRC,Female,6132,94
GRD,Female,17,94
GLP,Female,302,94
GUM,Female,22,94
GTM,Female,1241,94
GIN,Female,62,94
GNB,Female,9,94
GUY,Female,22,94
HTI,Female,520,94
HND,Female,961,94
HKG,Female,4766,94
HUN,Female,4340,94
ISL,Female,138,94
IND,Female,69931,94
IDN,Female,7271,94
CIV,Female,106,94
IRN,Female,3205,94
IRQ,Female,771,94
IRL,Female,1597,94
ISR,Female,3010,94
ITA,Female,53703,94
JAM,Female,768,94
JPN,Female,150704,94
JOR,Female,193,94
KAZ,Female,1461,94
KEN,Female,882,94
KIR,Female,2,94
KWT,Female,8,94
KGZ,Female,285,94
LAO,Female,140,94
LVA,Female,960,94
LBN,Female,526,94
LSO,Female,69,94
LBR,Female,22,94
LBY,Female,208,94
LTU,Female,1526,94
LUX,Female,258,94
MAC,Female,167,94
MKD,Female,178,94
MDG,Female,387,94
MWI,Female,196,94
MYS,Female,1010,94
MDV,Female,14,94
MLI,Female,86,94
MLT,Female,151,94
MTQ,Female,293,94
MRT,Female,34,94
MUS,Female,243,94
MYT,Female,22,94
MEX,Female,24389,94
FSM,Female,4,94
MDA,Female,640,94
MNG,Female,97,94
MNE,Female,88,94
MAR,Female,1042,94
MOZ,Female,483,94
MMR,Female,1737,94
NAM,Female,57,94
NPL,Female,762,94
NLD,Female,8831,94
NCL,Female,39,94
NZL,Female,1942,94
NIC,Female,911,94
NER,Female,73,94
NGA,Female,416,94
PRK,Female,1951,94
NOR,Female,3005,94
OMN,Female,208,94
PAK,Female,3509,94
PSE,Female,76,94
PAN,Female,869,94
PNG,Female,341,94
PRY,Female,679,94
PER,Female,4212,94
PHL,Female,2381,94
POL,Female,16505,94
PRT,Female,6520,94
PRI,Female,2165,94
QAT,Female,15,94
REU,Female,292,94
ROU,Female,5971,94
RUS,Female,40097,94
RWA,Female,309,94
LCA,Female,59,94
VCT,Female,17,94
WSM,Female,23,94
STP,Female,8,94
SAU,Female,939,94
SEN,Female,119,94
SRB,Female,2124,94
SYC,Female,19,94
SLE,Female,7,94
SGP,Female,1549,94
SVK,Female,1594,94
SVN,Female,1186,94
SLB,Female,8,94
SOM,Female,172,94
ZAF,Female,3378,94
KOR,Female,14636,94
SSD,Female,168,94
ESP,Female,35068,94
LKA,Female,2564,94
SDN,Female,869,94
SUR,Female,52,94
SWZ,Female,24,94
SWE,Female,6542,94
CHE,Female,5311,94
SYR,Female,618,94
TJK,Female,591,94
TZA,Female,989,94
THA,Female,13385,94
TLS,Female,13,94
TGO,Female,31,94
TON,Female,15,94
TTO,Female,223,94
TUN,Female,1042,94
TUR,Female,7102,94
TKM,Female,313,94
UGA,Female,583,94
UKR,Female,14202,94
ARE,Female,54,94
GBR,Female,41241,94
USA,Female,157238,94
URY,Female,2602,94
UZB,Female,2910,94
VUT,Female,5,94
VEN,Female,5186,94
VNM,Female,30341,94
ESH,Female,7,94
YEM,Female,331,94
ZMB,Female,280,94
ZWE,Female,434,94
AFG,Female,207,95
ALB,Female,353,95
DZA,Female,1763,95
AGO,Female,262,95
ATG,Female,16,95
ARG,Female,14691,95
ARM,Female,532,95
ABW,Female,11,95
AUS,Female,10578,95
AUT,Female,5412,95
AZE,Female,530,95
BHS,Female,58,95
BHR,Female,13,95
BGD,Female,12467,95
BRB,Female,58,95
BLR,Female,2335,95
BEL,Female,6788,95
BLZ,Female,5,95
BEN,Female,170,95
BTN,Female,48,95
BOL,Female,1612,95
BIH,Female,833,95
BWA,Female,39,95
BRA,Female,32740,95
VIR,Female,24,95
BRN,Female,13,95
BGR,Female,1318,95
BFA,Female,64,95
BDI,Female,143,95
KHM,Female,244,95
CMR,Female,336,95
CAN,Female,18642,95
CPV,Female,14,95
CAF,Female,75,95
TCD,Female,127,95
CHL,Female,5398,95
CHN,Female,126001,95
COL,Female,5988,95
COM,Female,8,95
COG,Female,91,95
COD,Female,826,95
CRI,Female,850,95
HRV,Female,1763,95
CUB,Female,4931,95
CYP,Female,237,95
CZE,Female,3674,95
DNK,Female,2758,95
DJI,Female,15,95
DOM,Female,1707,95
ECU,Female,1777,95
EGY,Female,3392,95
SLV,Female,755,95
GNQ,Female,14,95
ERI,Female,101,95
EST,Female,624,95
ETH,Female,1533,95
FJI,Female,17,95
FIN,Female,3133,95
FRA,Female,57133,95
GUF,Female,20,95
PYF,Female,21,95
GAB,Female,70,95
GMB,Female,6,95
GEO,Female,544,95
DEU,Female,48633,95
GHA,Female,283,95
GRC,Female,5044,95
GRD,Female,13,95
GLP,Female,262,95
GUM,Female,19,95
GTM,Female,1007,95
GIN,Female,44,95
GNB,Female,6,95
GUY,Female,19,95
HTI,Female,429,95
HND,Female,833,95
HKG,Female,4154,95
HUN,Female,3946,95
ISL,Female,119,95
IND,Female,57183,95
IDN,Female,5261,95
CIV,Female,79,95
IRN,Female,2544,95
IRQ,Female,601,95
IRL,Female,1418,95
ISR,Female,2590,95
ITA,Female,47333,95
JAM,Female,647,95
JPN,Female,131486,95
JOR,Female,144,95
KAZ,Female,1061,95
KEN,Female,682,95
KIR,Female,2,95
KWT,Female,7,95
KGZ,Female,232,95
LAO,Female,104,95
LVA,Female,757,95
LBN,Female,445,95
LSO,Female,55,95
LBR,Female,16,95
LBY,Female,159,95
LTU,Female,1234,95
LUX,Female,217,95
MAC,Female,142,95
MKD,Female,126,95
MDG,Female,302,95
MWI,Female,142,95
MYS,Female,764,95
MDV,Female,12,95
MLI,Female,60,95
MLT,Female,120,95
MTQ,Female,261,95
MRT,Female,24,95
MUS,Female,207,95
MYT,Female,19,95
MEX,Female,21307,95
FSM,Female,4,95
MDA,Female,484,95
MNG,Female,75,95
MNE,Female,63,95
MAR,Female,664,95
MOZ,Female,371,95
MMR,Female,1283,95
NAM,Female,42,95
NPL,Female,562,95
NLD,Female,7716,95
NCL,Female,30,95
NZL,Female,1643,95
NIC,Female,788,95
NER,Female,53,95
NGA,Female,310,95
PRK,Female,1499,95
NOR,Female,2719,95
OMN,Female,177,95
PAK,Female,2605,95
PSE,Female,61,95
PAN,Female,767,95
PNG,Female,284,95
PRY,Female,552,95
PER,Female,3233,95
PHL,Female,1741,95
POL,Female,13626,95
PRT,Female,5511,95
PRI,Female,1952,95
QAT,Female,12,95
REU,Female,265,95
ROU,Female,4733,95
RUS,Female,28541,95
RWA,Female,299,95
LCA,Female,50,95
VCT,Female,16,95
WSM,Female,18,95
STP,Female,6,95
SAU,Female,765,95
SEN,Female,84,95
SRB,Female,1626,95
SYC,Female,15,95
SLE,Female,6,95
SGP,Female,1337,95
SVK,Female,1353,95
SVN,Female,1011,95
SLB,Female,7,95
SOM,Female,134,95
ZAF,Female,2741,95
KOR,Female,12463,95
SSD,Female,128,95
ESP,Female,30167,95
LKA,Female,2043,95
SDN,Female,690,95
SUR,Female,42,95
SWZ,Female,18,95
SWE,Female,5808,95
CHE,Female,4548,95
SYR,Female,478,95
TJK,Female,535,95
TZA,Female,809,95
THA,Female,10829,95
TLS,Female,9,95
TGO,Female,22,95
TON,Female,12,95
TTO,Female,186,95
TUN,Female,881,95
TUR,Female,5430,95
TKM,Female,235,95
UGA,Female,450,95
UKR,Female,10134,95
ARE,Female,48,95
GBR,Female,36146,95
USA,Female,136005,95
URY,Female,2305,95
UZB,Female,2346,95
VUT,Female,4,95
VEN,Female,4564,95
VNM,Female,27051,95
ESH,Female,5,95
YEM,Female,254,95
ZMB,Female,218,95
ZWE,Female,332,95
AFG,Female,162,96
ALB,Female,283,96
DZA,Female,1396,96
AGO,Female,206,96
ATG,Female,14,96
ARG,Female,12322,96
ARM,Female,424,96
ABW,Female,9,96
AUS,Female,8897,96
AUT,Female,4548,96
AZE,Female,422,96
BHS,Female,49,96
BHR,Female,10,96
BGD,Female,10307,96
BRB,Female,47,96
BLR,Female,1850,96
BEL,Female,5646,96
BLZ,Female,4,96
BEN,Female,135,96
BTN,Female,40,96
BOL,Female,1342,96
BIH,Female,670,96
BWA,Female,31,96
BRA,Female,27079,96
VIR,Female,20,96
BRN,Female,10,96
BGR,Female,1042,96
BFA,Female,49,96
BDI,Female,114,96
KHM,Female,191,96
CMR,Female,266,96
CAN,Female,15730,96
CPV,Female,10,96
CAF,Female,59,96
TCD,Female,100,96
CHL,Female,4580,96
CHN,Female,102233,96
COL,Female,4982,96
COM,Female,6,96
COG,Female,73,96
COD,Female,649,96
CRI,Female,706,96
HRV,Female,1439,96
CUB,Female,4213,96
CYP,Female,192,96
CZE,Female,3002,96
DNK,Female,2332,96
DJI,Female,12,96
DOM,Female,1464,96
ECU,Female,1460,96
EGY,Female,2714,96
SLV,Female,617,96
GNQ,Female,11,96
ERI,Female,80,96
EST,Female,504,96
ETH,Female,1208,96
FJI,Female,14,96
FIN,Female,2606,96
FRA,Female,48663,96
GUF,Female,16,96
PYF,Female,17,96
GAB,Female,56,96
GMB,Female,5,96
GEO,Female,424,96
DEU,Female,40487,96
GHA,Female,218,96
GRC,Female,4107,96
GRD,Female,10,96
GLP,Female,222,96
GUM,Female,15,96
GTM,Female,812,96
GIN,Female,34,96
GNB,Female,5,96
GUY,Female,16,96
HTI,Female,349,96
HND,Female,694,96
HKG,Female,3519,96
HUN,Female,3296,96
ISL,Female,99,96
IND,Female,46332,96
IDN,Female,4121,96
CIV,Female,61,96
IRN,Female,2029,96
IRQ,Female,478,96
IRL,Female,1195,96
ISR,Female,2152,96
ITA,Female,39668,96
JAM,Female,540,96
JPN,Female,110937,96
JOR,Female,113,96
KAZ,Female,839,96
KEN,Female,540,96
KIR,Female,1,96
KWT,Female,5,96
KGZ,Female,185,96
LAO,Female,82,96
LVA,Female,608,96
LBN,Female,359,96
LSO,Female,44,96
LBR,Female,12,96
LBY,Female,126,96
LTU,Female,995,96
LUX,Female,179,96
MAC,Female,118,96
MKD,Female,98,96
MDG,Female,238,96
MWI,Female,110,96
MYS,Female,598,96
MDV,Female,10,96
MLI,Female,46,96
MLT,Female,97,96
MTQ,Female,224,96
MRT,Female,18,96
MUS,Female,171,96
MYT,Female,16,96
MEX,Female,17913,96
FSM,Female,3,96
MDA,Female,384,96
MNG,Female,60,96
MNE,Female,49,96
MAR,Female,506,96
MOZ,Female,291,96
MMR,Female,1007,96
NAM,Female,33,96
NPL,Female,440,96
NLD,Female,6457,96
NCL,Female,24,96
NZL,Female,1363,96
NIC,Female,665,96
NER,Female,40,96
NGA,Female,235,96
PRK,Female,1179,96
NOR,Female,2321,96
OMN,Female,150,96
PAK,Female,2039,96
PSE,Female,48,96
PAN,Female,651,96
PNG,Female,232,96
PRY,Female,451,96
PER,Female,2606,96
PHL,Female,1357,96
POL,Female,11066,96
PRT,Female,4537,96
PRI,Female,1686,96
QAT,Female,9,96
REU,Female,228,96
ROU,Female,3782,96
RUS,Female,22452,96
RWA,Female,261,96
LCA,Female,43,96
VCT,Female,13,96
WSM,Female,15,96
STP,Female,5,96
SAU,Female,620,96
SEN,Female,64,96
SRB,Female,1288,96
SYC,Female,13,96
SLE,Female,4,96
SGP,Female,1114,96
SVK,Female,1104,96
SVN,Female,828,96
SLB,Female,5,96
SOM,Female,106,96
ZAF,Female,2215,96
KOR,Female,10204,96
SSD,Female,100,96
ESP,Female,25075,96
LKA,Female,1649,96
SDN,Female,550,96
SUR,Female,34,96
SWZ,Female,14,96
SWE,Female,4912,96
CHE,Female,3782,96
SYR,Female,378,96
TJK,Female,450,96
TZA,Female,645,96
THA,Female,8797,96
TLS,Female,7,96
TGO,Female,17,96
TON,Female,10,96
TTO,Female,153,96
TUN,Female,712,96
TUR,Female,4284,96
TKM,Female,187,96
UGA,Female,356,96
UKR,Female,8002,96
ARE,Female,41,96
GBR,Female,30419,96
USA,Female,114449,96
URY,Female,1967,96
UZB,Female,1918,96
VUT,Female,3,96
VEN,Female,3911,96
VNM,Female,23273,96
ESH,Female,4,96
YEM,Female,200,96
ZMB,Female,173,96
ZWE,Female,264,96
AFG,Female,112,97
ALB,Female,203,97
DZA,Female,1000,97
AGO,Female,143,97
ATG,Female,11,97
ARG,Female,9406,97
ARM,Female,316,97
ABW,Female,7,97
AUS,Female,6718,97
AUT,Female,3324,97
AZE,Female,298,97
BHS,Female,37,97
BHR,Female,7,97
BGD,Female,7821,97
BRB,Female,34,97
BLR,Female,1290,97
BEL,Female,4127,97
BLZ,Female,2,97
BEN,Female,97,97
BTN,Female,31,97
BOL,Female,1002,97
BIH,Female,478,97
BWA,Female,22,97
BRA,Female,20461,97
VIR,Female,15,97
BRN,Female,8,97
BGR,Female,720,97
BFA,Female,33,97
BDI,Female,80,97
KHM,Female,132,97
CMR,Female,188,97
CAN,Female,11983,97
CPV,Female,7,97
CAF,Female,42,97
TCD,Female,70,97
CHL,Female,3656,97
CHN,Female,76210,97
COL,Female,3760,97
COM,Female,4,97
COG,Female,51,97
COD,Female,455,97
CRI,Female,536,97
HRV,Female,1034,97
CUB,Female,3305,97
CYP,Female,142,97
CZE,Female,2112,97
DNK,Female,1783,97
DJI,Female,9,97
DOM,Female,1205,97
ECU,Female,1098,97
EGY,Female,1952,97
SLV,Female,454,97
GNQ,Female,8,97
ERI,Female,58,97
EST,Female,360,97
ETH,Female,845,97
FJI,Female,10,97
FIN,Female,1929,97
FRA,Female,36054,97
GUF,Female,12,97
PYF,Female,12,97
GAB,Female,40,97
GMB,Female,3,97
GEO,Female,297,97
DEU,Female,29607,97
GHA,Female,144,97
GRC,Female,3017,97
GRD,Female,8,97
GLP,Female,177,97
GUM,Female,12,97
GTM,Female,581,97
GIN,Female,22,97
GNB,Female,3,97
GUY,Female,11,97
HTI,Female,261,97
HND,Female,520,97
HKG,Female,2749,97
HUN,Female,2376,97
ISL,Female,74,97
IND,Female,34369,97
IDN,Female,2847,97
CIV,Female,41,97
IRN,Female,1429,97
IRQ,Female,342,97
IRL,Female,903,97
ISR,Female,1590,97
ITA,Female,29415,97
JAM,Female,421,97
JPN,Female,85496,97
JOR,Female,78,97
KAZ,Female,586,97
KEN,Female,382,97
KIR,Female,1,97
KWT,Female,4,97
KGZ,Female,130,97
LAO,Female,57,97
LVA,Female,430,97
LBN,Female,260,97
LSO,Female,31,97
LBR,Female,8,97
LBY,Female,88,97
LTU,Female,704,97
LUX,Female,131,97
MAC,Female,89,97
MKD,Female,67,97
MDG,Female,168,97
MWI,Female,75,97
MYS,Female,416,97
MDV,Female,7,97
MLI,Female,31,97
MLT,Female,70,97
MTQ,Female,177,97
MRT,Female,12,97
MUS,Female,129,97
MYT,Female,13,97
MEX,Female,13626,97
FSM,Female,2,97
MDA,Female,266,97
MNG,Female,42,97
MNE,Female,34,97
MAR,Female,334,97
MOZ,Female,204,97
MMR,Female,705,97
NAM,Female,23,97
NPL,Female,305,97
NLD,Female,4836,97
NCL,Female,17,97
NZL,Female,1020,97
NIC,Female,521,97
NER,Female,27,97
NGA,Female,156,97
PRK,Female,821,97
NOR,Female,1772,97
OMN,Female,120,97
PAK,Female,1412,97
PSE,Female,34,97
PAN,Female,506,97
PNG,Female,173,97
PRY,Female,338,97
PER,Female,1963,97
PHL,Female,944,97
POL,Female,7884,97
PRT,Female,3358,97
PRI,Female,1344,97
QAT,Female,8,97
REU,Female,180,97
ROU,Female,2640,97
RUS,Female,15729,97
RWA,Female,193,97
LCA,Female,35,97
VCT,Female,11,97
WSM,Female,11,97
STP,Female,3,97
SAU,Female,452,97
SEN,Female,43,97
SRB,Female,891,97
SYC,Female,9,97
SLE,Female,3,97
SGP,Female,844,97
SVK,Female,779,97
SVN,Female,589,97
SLB,Female,4,97
SOM,Female,75,97
ZAF,Female,1626,97
KOR,Female,7446,97
SSD,Female,70,97
ESP,Female,18706,97
LKA,Female,1198,97
SDN,Female,394,97
SUR,Female,25,97
SWZ,Female,10,97
SWE,Female,3716,97
CHE,Female,2816,97
SYR,Female,271,97
TJK,Female,332,97
TZA,Female,457,97
THA,Female,6560,97
TLS,Female,5,97
TGO,Female,11,97
TON,Female,7,97
TTO,Female,116,97
TUN,Female,510,97
TUR,Female,2990,97
TKM,Female,133,97
UGA,Female,250,97
UKR,Female,5573,97
ARE,Female,30,97
GBR,Female,23058,97
USA,Female,87778,97
URY,Female,1533,97
UZB,Female,1439,97
VUT,Female,2,97
VEN,Female,3157,97
VNM,Female,18699,97
ESH,Female,3,97
YEM,Female,141,97
ZMB,Female,122,97
ZWE,Female,190,97
AFG,Female,57,98
ALB,Female,112,98
DZA,Female,573,98
AGO,Female,75,98
ATG,Female,6,98
ARG,Female,5941,98
ARM,Female,208,98
ABW,Female,4,98
AUS,Female,4040,98
AUT,Female,1740,98
AZE,Female,158,98
BHS,Female,23,98
BHR,Female,4,98
BGD,Female,5009,98
BRB,Female,20,98
BLR,Female,655,98
BEL,Female,2232,98
BLZ,Female,1,98
BEN,Female,54,98
BTN,Female,21,98
BOL,Female,593,98
BIH,Female,255,98
BWA,Female,11,98
BRA,Female,12888,98
VIR,Female,9,98
BRN,Female,4,98
BGR,Female,350,98
BFA,Female,15,98
BDI,Female,42,98
KHM,Female,66,98
CMR,Female,102,98
CAN,Female,7399,98
CPV,Female,4,98
CAF,Female,22,98
TCD,Female,38,98
CHL,Female,2626,98
CHN,Female,47931,98
COL,Female,2320,98
COM,Female,2,98
COG,Female,28,98
COD,Female,242,98
CRI,Female,339,98
HRV,Female,549,98
CUB,Female,2207,98
CYP,Female,85,98
CZE,Female,1004,98
DNK,Female,1110,98
DJI,Female,5,98
DOM,Female,933,98
ECU,Female,689,98
EGY,Female,1106,98
SLV,Female,265,98
GNQ,Female,4,98
ERI,Female,32,98
EST,Female,192,98
ETH,Female,442,98
FJI,Female,6,98
FIN,Female,1101,98
FRA,Female,19306,98
GUF,Female,8,98
PYF,Female,7,98
GAB,Female,22,98
GMB,Female,1,98
GEO,Female,161,98
DEU,Female,15992,98
GHA,Female,62,98
GRC,Female,1775,98
GRD,Female,5,98
GLP,Female,126,98
GUM,Female,7,98
GTM,Female,315,98
GIN,Female,10,98
GNB,Female,1,98
GUY,Female,5,98
HTI,Female,165,98
HND,Female,311,98
HKG,Female,1845,98
HUN,Female,1187,98
ISL,Female,44,98
IND,Female,21294,98
IDN,Female,1442,98
CIV,Female,21,98
IRN,Female,741,98
IRQ,Female,193,98
IRL,Female,542,98
ISR,Female,905,98
ITA,Female,16576,98
JAM,Female,290,98
JPN,Female,55163,98
JOR,Female,40,98
KAZ,Female,304,98
KEN,Female,211,98
KIR,Female,0,98
KWT,Female,2,98
KGZ,Female,64,98
LAO,Female,30,98
LVA,Female,222,98
LBN,Female,150,98
LSO,Female,16,98
LBR,Female,4,98
LBY,Female,45,98
LTU,Female,362,98
LUX,Female,73,98
MAC,Female,55,98
MKD,Female,32,98
MDG,Female,91,98
MWI,Female,37,98
MYS,Female,217,98
MDV,Female,4,98
MLI,Female,15,98
MLT,Female,38,98
MTQ,Female,121,98
MRT,Female,6,98
MUS,Female,80,98
MYT,Female,9,98
MEX,Female,8445,98
FSM,Female,1,98
MDA,Female,132,98
MNG,Female,24,98
MNE,Female,18,98
MAR,Female,146,98
MOZ,Female,108,98
MMR,Female,375,98
NAM,Female,12,98
NPL,Female,155,98
NLD,Female,2855,98
NCL,Female,9,98
NZL,Female,612,98
NIC,Female,354,98
NER,Female,12,98
NGA,Female,73,98
PRK,Female,425,98
NOR,Female,1072,98
OMN,Female,88,98
PAK,Female,723,98
PSE,Female,17,98
PAN,Female,333,98
PNG,Female,106,98
PRY,Female,212,98
PER,Female,1304,98
PHL,Female,501,98
POL,Female,4079,98
PRT,Female,1973,98
PRI,Female,925,98
QAT,Female,6,98
REU,Female,122,98
ROU,Female,1306,98
RUS,Female,8369,98
RWA,Female,98,98
LCA,Female,28,98
VCT,Female,7,98
WSM,Female,7,98
STP,Female,2,98
SAU,Female,260,98
SEN,Female,20,98
SRB,Female,433,98
SYC,Female,6,98
SLE,Female,1,98
SGP,Female,528,98
SVK,Female,378,98
SVN,Female,293,98
SLB,Female,2,98
SOM,Female,41,98
ZAF,Female,973,98
KOR,Female,4191,98
SSD,Female,36,98
ESP,Female,11062,98
LKA,Female,692,98
SDN,Female,222,98
SUR,Female,16,98
SWZ,Female,5,98
SWE,Female,2217,98
CHE,Female,1651,98
SYR,Female,158,98
TJK,Female,181,98
TZA,Female,245,98
THA,Female,4119,98
TLS,Female,2,98
TGO,Female,5,98
TON,Female,4,98
TTO,Female,73,98
TUN,Female,275,98
TUR,Female,1547,98
TKM,Female,74,98
UGA,Female,133,98
UKR,Female,2847,98
ARE,Female,18,98
GBR,Female,14065,98
USA,Female,55993,98
URY,Female,1003,98
UZB,Female,909,98
VUT,Female,1,98
VEN,Female,2302,98
VNM,Female,13327,98
ESH,Female,1,98
YEM,Female,77,98
ZMB,Female,65,98
ZWE,Female,110,98
AFG,Female,24,99
ALB,Female,58,99
DZA,Female,302,99
AGO,Female,34,99
ATG,Female,3,99
ARG,Female,3823,99
ARM,Female,138,99
ABW,Female,2,99
AUS,Female,2441,99
AUT,Female,924,99
AZE,Female,80,99
BHS,Female,14,99
BHR,Female,3,99
BGD,Female,3527,99
BRB,Female,10,99
BLR,Female,329,99
BEL,Female,1234,99
BLZ,Female,1,99
BEN,Female,25,99
BTN,Female,15,99
BOL,Female,383,99
BIH,Female,143,99
BWA,Female,5,99
BRA,Female,8683,99
VIR,Female,5,99
BRN,Female,2,99
BGR,Female,145,99
BFA,Female,4,99
BDI,Female,19,99
KHM,Female,30,99
CMR,Female,47,99
CAN,Female,4638,99
CPV,Female,2,99
CAF,Female,10,99
TCD,Female,17,99
CHL,Female,1925,99
CHN,Female,28669,99
COL,Female,1474,99
COM,Female,1,99
COG,Female,13,99
COD,Female,109,99
CRI,Female,221,99
HRV,Female,312,99
CUB,Female,1545,99
CYP,Female,48,99
CZE,Female,479,99
DNK,Female,666,99
DJI,Female,2,99
DOM,Female,734,99
ECU,Female,411,99
EGY,Female,555,99
SLV,Female,156,99
GNQ,Female,2,99
ERI,Female,17,99
EST,Female,106,99
ETH,Female,211,99
FJI,Female,4,99
FIN,Female,614,99
FRA,Female,11676,99
GUF,Female,5,99
PYF,Female,4,99
GAB,Female,11,99
GMB,Female,0,99
GEO,Female,74,99
DEU,Female,8643,99
GHA,Female,22,99
GRC,Female,1040,99
GRD,Female,3,99
GLP,Female,92,99
GUM,Female,5,99
GTM,Female,176,99
GIN,Female,3,99
GNB,Female,0,99
GUY,Female,2,99
HTI,Female,102,99
HND,Female,194,99
HKG,Female,1299,99
HUN,Female,602,99
ISL,Female,26,99
IND,Female,12857,99
IDN,Female,577,99
CIV,Female,7,99
IRN,Female,336,99
IRQ,Female,88,99
IRL,Female,314,99
ISR,Female,539,99
ITA,Female,9793,99
JAM,Female,194,99
JPN,Female,36569,99
JOR,Female,19,99
KAZ,Female,148,99
KEN,Female,101,99
KIR,Female,0,99
KWT,Female,0,99
KGZ,Female,26,99
LAO,Female,13,99
LVA,Female,109,99
LBN,Female,87,99
LSO,Female,7,99
LBR,Female,1,99
LBY,Female,20,99
LTU,Female,183,99
LUX,Female,40,99
MAC,Female,35,99
MKD,Female,12,99
MDG,Female,45,99
MWI,Female,13,99
MYS,Female,102,99
MDV,Female,3,99
MLI,Female,4,99
MLT,Female,20,99
MTQ,Female,85,99
MRT,Female,2,99
MUS,Female,51,99
MYT,Female,7,99
MEX,Female,5618,99
FSM,Female,1,99
MDA,Female,64,99
MNG,Female,12,99
MNE,Female,9,99
MAR,Female,47,99
MOZ,Female,49,99
MMR,Female,160,99
NAM,Female,5,99
NPL,Female,66,99
NLD,Female,1612,99
NCL,Female,5,99
NZL,Female,350,99
NIC,Female,254,99
NER,Female,4,99
NGA,Female,21,99
PRK,Female,203,99
NOR,Female,603,99
OMN,Female,65,99
PAK,Female,277,99
PSE,Female,8,99
PAN,Female,232,99
PNG,Female,63,99
PRY,Female,132,99
PER,Female,870,99
PHL,Female,220,99
POL,Female,2190,99
PRT,Female,1141,99
PRI,Female,660,99
QAT,Female,4,99
REU,Female,87,99
ROU,Female,634,99
RUS,Female,4279,99
RWA,Female,45,99
LCA,Female,21,99
VCT,Female,5,99
WSM,Female,4,99
STP,Female,1,99
SAU,Female,140,99
SEN,Female,7,99
SRB,Female,203,99
SYC,Female,3,99
SLE,Female,0,99
SGP,Female,347,99
SVK,Female,183,99
SVN,Female,155,99
SLB,Female,1,99
SOM,Female,19,99
ZAF,Female,547,99
KOR,Female,2474,99
SSD,Female,16,99
ESP,Female,6581,99
LKA,Female,395,99
SDN,Female,113,99
SUR,Female,9,99
SWZ,Female,2,99
SWE,Female,1249,99
CHE,Female,935,99
SYR,Female,81,99
TJK,Female,116,99
TZA,Female,114,99
THA,Female,2653,99
TLS,Female,1,99
TGO,Female,1,99
TON,Female,3,99
TTO,Female,45,99
TUN,Female,141,99
TUR,Female,743,99
TKM,Female,38,99
UGA,Female,61,99
UKR,Female,1379,99
ARE,Female,11,99
GBR,Female,8483,99
USA,Female,34662,99
URY,Female,699,99
